video_id,start,duration,text
ru44DngJYoA,1620.88,3.919,having to eat dinner at midnight is so
ru44DngJYoA,1623.12,3.36,abnormal. But I found that there was a
ru44DngJYoA,1624.799,4.801,different routine. I also didn't go out
ru44DngJYoA,1626.48,5.28,to any noisy places before or after the
ru44DngJYoA,1629.6,4.0,show because I had to be on vocal rest.
ru44DngJYoA,1631.76,3.519,I knew I'd lose my voice if I went to a
ru44DngJYoA,1633.6,3.36,"restaurant or whatever. So for three,"
ru44DngJYoA,1635.279,2.961,"four months, I didn't go to a restaurant"
ru44DngJYoA,1636.96,2.48,while I was out in all these cool
ru44DngJYoA,1638.24,2.16,"cities. Everyone's like, ""Oh, did you go"
ru44DngJYoA,1639.44,2.88,"to this place? Did you?"" I was like,"
ru44DngJYoA,1640.4,3.92,"""No, I didn't go to any of those places"
ru44DngJYoA,1642.32,3.359,because I would have lost my voice and
ru44DngJYoA,1644.32,3.44,"then I wouldn't been able to perform."""
ru44DngJYoA,1645.679,5.041,And I think that's the important part of
ru44DngJYoA,1647.76,6.399,the craft that there's a dedication and
ru44DngJYoA,1650.72,4.88,a surrender to this is what matters and
ru44DngJYoA,1654.159,3.52,therefore some of this other stuff is
ru44DngJYoA,1655.6,4.64,going to have to fall by the wayside.
ru44DngJYoA,1657.679,4.24,And what you just said made me think the
ru44DngJYoA,1660.24,4.4,importance of finding what works for
ru44DngJYoA,1661.919,4.801,you. Yes. I I feel like people have this
ru44DngJYoA,1664.64,3.76,misunderstanding that I should just have
ru44DngJYoA,1666.72,2.559,this energy naturally. Yes. Back to your
ru44DngJYoA,1668.4,2.24,"original question, right? I should just"
ru44DngJYoA,1669.279,2.4,have it naturally and if I don't have it
ru44DngJYoA,1670.64,3.919,"naturally, there's something wrong with"
ru44DngJYoA,1671.679,5.041,me. It's like no you had to not eat for
ru44DngJYoA,1674.559,4.161,8 hours to get yourself into the right
ru44DngJYoA,1676.72,4.16,state. And I think that fasted state
ru44DngJYoA,1678.72,5.52,helps us think more sharp and helps us
ru44DngJYoA,1680.88,6.56,"be more on point, right? And it takes"
ru44DngJYoA,1684.24,5.28,"work to show up with energy, intention,"
ru44DngJYoA,1687.44,3.28,and purpose. Mhm. Whereas I think people
ru44DngJYoA,1689.52,4.24,"have this illusion in their minds, oh,"
ru44DngJYoA,1690.72,5.12,it should be easy and weak. Yeah. Or
ru44DngJYoA,1693.76,3.44,"there's something wrong. No, no, no, no,"
ru44DngJYoA,1695.84,2.48,no. There's a craft to it. Like even
ru44DngJYoA,1697.2,2.88,"preparing for a Zoom call, some people"
ru44DngJYoA,1698.32,4.64,"go, oh, is that a bit much? But that's"
ru44DngJYoA,1700.08,5.44,how you show up. Three Zoom calls back
ru44DngJYoA,1702.96,4.64,to back like structure it with 15
ru44DngJYoA,1705.52,4.639,minutes in between. You have to reset.
ru44DngJYoA,1707.6,5.0,"Mhm. Even for me, it's doing these"
ru44DngJYoA,1710.159,4.561,"podcasts, traveling overseas, I'm"
ru44DngJYoA,1712.6,3.88,"exhausted. But then again, if I choose"
ru44DngJYoA,1714.72,4.0,"to give this energy, I need to conserve"
ru44DngJYoA,1716.48,3.6,it. I need to have ways to rejuvenate
ru44DngJYoA,1718.72,2.72,it. And I have to go through the
ru44DngJYoA,1720.08,2.4,process. And you have to commit to the
ru44DngJYoA,1721.44,3.92,craft. You have to commit to that
ru44DngJYoA,1722.48,4.88,"discipline. Whereas, if you one night"
ru44DngJYoA,1725.36,3.52,"did eat at 6:00 p.m., well, then that"
ru44DngJYoA,1727.36,4.16,show wouldn't be as great. But you were
ru44DngJYoA,1728.88,5.039,dedicated and I think that that is what
ru44DngJYoA,1731.52,4.72,people have to really understand is
ru44DngJYoA,1733.919,4.081,there are ways to do it but you've got
ru44DngJYoA,1736.24,3.76,to take yourself through the process.
ru44DngJYoA,1738.0,3.36,Yeah. Absolutely. For someone who's
ru44DngJYoA,1740.0,3.039,"listening to their voice now, they they"
ru44DngJYoA,1741.36,2.799,"listen to us. They they're like, ""V, I'm"
ru44DngJYoA,1743.039,3.481,"going to listen to this."" They start"
ru44DngJYoA,1744.159,5.041,listening back to their voice and they
ru44DngJYoA,1746.52,5.48,cringe at their voice because we all
ru44DngJYoA,1749.2,4.24,"have this strange and by the way, we all"
ru44DngJYoA,1752.0,4.48,have it. I have and I want to say that
ru44DngJYoA,1753.44,4.959,here. I have that too. No one likes
ru44DngJYoA,1756.48,4.319,listening to the sound of their own
ru44DngJYoA,1758.399,3.52,voice. There's something uncomfortable
ru44DngJYoA,1760.799,3.921,"about it. First of all, do you know"
ru44DngJYoA,1761.919,4.24,where that comes from? And then what do
ru44DngJYoA,1764.72,4.0,we do about that? When you're listening
ru44DngJYoA,1766.159,4.481,"back and you just, you know, your whole"
ru44DngJYoA,1768.72,2.8,"body, your face, everything. It's not"
ru44DngJYoA,1770.64,2.639,just listening is when you look at
ru44DngJYoA,1771.52,3.519,"yourself on video, too. And there's a"
ru44DngJYoA,1773.279,2.961,reason for that. The reason we hate the
ru44DngJYoA,1775.039,3.041,sound of our voice is because when we
ru44DngJYoA,1776.24,4.159,"hear ourselves on a recording, that's"
ru44DngJYoA,1778.08,4.079,not what how we sound to ourselves. The
ru44DngJYoA,1780.399,4.241,"way you sound to yourself, you have a"
ru44DngJYoA,1782.159,3.681,"deep, rich, barry wide voice, right? And"
ru44DngJYoA,1784.64,2.88,the reason you have a different sounding
ru44DngJYoA,1785.84,4.16,voice to yourself is when you're
ru44DngJYoA,1787.52,4.72,"speaking, the vibrations go through your"
ru44DngJYoA,1790.0,4.159,bones and your muscles and then it hits
ru44DngJYoA,1792.24,3.6,your ears. The vibrations of the sound
ru44DngJYoA,1794.159,4.081,is going through a more dense medium
ru44DngJYoA,1795.84,4.719,which creates a lower pitch sound. So
ru44DngJYoA,1798.24,4.28,when you hear yourself via an audio
ru44DngJYoA,1800.559,4.641,"replay, that's going through the"
ru44DngJYoA,1802.52,5.0,airwaves. So your voice sounds thinner
ru44DngJYoA,1805.2,5.12,"and higher pitch. So you immediately go,"
ru44DngJYoA,1807.52,4.72,"""No, no, no. I don't I don't sound like"
ru44DngJYoA,1810.32,4.8,that. I sound like this. I don't sound
ru44DngJYoA,1812.24,4.559,"like this."" And they freak out. So that"
ru44DngJYoA,1815.12,3.679,difference in the medium in which you're
ru44DngJYoA,1816.799,4.561,receiving the sound causes people
ru44DngJYoA,1818.799,4.401,immediately to reject because it
ru44DngJYoA,1821.36,2.799,actually does sound different. The
ru44DngJYoA,1823.2,2.4,reason why people are like looking at
ru44DngJYoA,1824.159,2.801,the on video is because it's flipped the
ru44DngJYoA,1825.6,2.72,"other way. Yeah. They go, ""Oh, I don't"
ru44DngJYoA,1826.96,2.56,"look like that."" Because you look at"
ru44DngJYoA,1828.32,2.479,yourself in the mirror every day.
ru44DngJYoA,1829.52,2.639,"Whereas on camera, it shows the way"
ru44DngJYoA,1830.799,2.321,other people see you. Whereas when you
ru44DngJYoA,1832.159,3.441,"look at yourself in the mirror, it's"
ru44DngJYoA,1833.12,4.559,flipped. So your entire life you've seen
ru44DngJYoA,1835.6,3.6,"yourself a certain way, right? Unless"
ru44DngJYoA,1837.679,2.961,"your face is perfectly symmetrical,"
ru44DngJYoA,1839.2,2.88,"right? Then you go, ""Oh, no, I don't"
ru44DngJYoA,1840.64,4.8,"look like that."" So immediately people"
ru44DngJYoA,1842.08,5.44,"go, ""I look weird. I sound weird. So the"
ru44DngJYoA,1845.44,4.4,thing you need to do there is
ru44DngJYoA,1847.52,4.08,"desensitize it, mate. Just listen to"
ru44DngJYoA,1849.84,3.199,yourself over and over. Like do you
ru44DngJYoA,1851.6,2.88,listen to a podcast now and do you still
ru44DngJYoA,1853.039,2.961,freak out about your voice? Not anymore.
ru44DngJYoA,1854.48,3.12,Not anymore. Right. Because you're
ru44DngJYoA,1856.0,3.279,desensitized. So what happens is the
ru44DngJYoA,1857.6,3.04,calibration happens. What you hear in
ru44DngJYoA,1859.279,3.201,your head and what you hear on an audio
ru44DngJYoA,1860.64,3.44,"replay, the calibration starts to just"
ru44DngJYoA,1862.48,3.36,do this. And then gradually you can't
ru44DngJYoA,1864.08,3.04,hear the difference anymore. And then
ru44DngJYoA,1865.84,2.64,when you look at yourself enough on
ru44DngJYoA,1867.12,2.64,"camera and also in the mirror, the"
ru44DngJYoA,1868.48,3.199,"calibration starts to happen. You go,"
ru44DngJYoA,1869.76,4.159,"""Oh, that's me. Oh, that's just me."""
ru44DngJYoA,1871.679,4.801,"Yeah. It's painful, but if you go"
ru44DngJYoA,1873.919,4.0,"through that, you get over it. Yeah."
ru44DngJYoA,1876.48,2.96,It's all that discomfort in the
ru44DngJYoA,1877.919,2.561,beginning that we all need to go
ru44DngJYoA,1879.44,4.0,through. I was we were talking about
ru44DngJYoA,1880.48,5.199,"this earlier. So, I was really fortunate"
ru44DngJYoA,1883.44,4.16,"because when I was 11 years old, my"
ru44DngJYoA,1885.679,4.48,parents were so scared that I was so shy
ru44DngJYoA,1887.6,4.559,and so insecure that they forced me to
ru44DngJYoA,1890.159,4.481,"go to public speaking school. And so, my"
ru44DngJYoA,1892.159,4.561,school had an extracurricular activity
ru44DngJYoA,1894.64,4.8,"with the London Academy of Music, Drama,"
ru44DngJYoA,1896.72,4.72,"and Arts. For seven years, I had about"
ru44DngJYoA,1899.44,4.239,three sessions a week of 2 to three
ru44DngJYoA,1901.44,4.56,hours each. It was fairly rigorous and
ru44DngJYoA,1903.679,3.6,you'd have to take exams and the exams
ru44DngJYoA,1906.0,4.32,"were pretty rigorous, too. So, every"
ru44DngJYoA,1907.279,5.041,year you'd go to this exam and you turn
ru44DngJYoA,1910.32,3.76,up and the examiner would be in a room
ru44DngJYoA,1912.32,4.239,"and before you even meet the examiner,"
ru44DngJYoA,1914.08,4.64,you'd get you could take a book. Yeah.
ru44DngJYoA,1916.559,4.561,"It could be any book you wanted, but"
ru44DngJYoA,1918.72,6.0,they were going to pick any page and ask
ru44DngJYoA,1921.12,5.679,"you to read it in a emotive, dramatic,"
ru44DngJYoA,1924.72,4.319,and powerful way. Ooh. And so they could
ru44DngJYoA,1926.799,4.48,pick any any page out of a book. The
ru44DngJYoA,1929.039,5.441,next part of the test was they would
ru44DngJYoA,1931.279,5.041,give you a topic 15 minutes before.
ru44DngJYoA,1934.48,4.48,You'd be in a library. This is when we
ru44DngJYoA,1936.32,4.079,"didn't have, you know, Yeah. Exactly."
ru44DngJYoA,1938.96,3.04,"There probably was the internet, but"
ru44DngJYoA,1940.399,2.961,there wasn't this. They wanted to keep
ru44DngJYoA,1942.0,3.679,you away from all of that. You'd be in a
ru44DngJYoA,1943.36,5.679,library and you'd have 15 minutes to
ru44DngJYoA,1945.679,5.12,prep a talk about the dangers of smoking
ru44DngJYoA,1949.039,4.0,"or whatever it was, a topic that they'"
ru44DngJYoA,1950.799,3.841,picked and you had to structure a talk
ru44DngJYoA,1953.039,3.841,out. And the talk had to be 5 minutes
ru44DngJYoA,1954.64,4.56,long. And so you had to do that. The
ru44DngJYoA,1956.88,4.32,third part of it was you had a prepared
ru44DngJYoA,1959.2,4.24,presentation with visual aids. This is
ru44DngJYoA,1961.2,4.56,when we still use projector screens and
ru44DngJYoA,1963.44,3.76,the slides. Yeah.
ru44DngJYoA,1965.76,3.12,And then you were tested on that
ru44DngJYoA,1967.2,2.8,including the visual aids that you used.
ru44DngJYoA,1968.88,2.799,And I'm sure there were a couple of
ru44DngJYoA,1970.0,4.96,other things as well. And then you'd get
ru44DngJYoA,1971.679,4.561,graded and it was uncomfortable. We'd be
ru44DngJYoA,1974.96,3.839,sitting in a class and remember we're
ru44DngJYoA,1976.24,4.559,all like young teenagers at this point.
ru44DngJYoA,1978.799,4.081,"So, everyone's even more judgmental and"
ru44DngJYoA,1980.799,3.36,"more, you know, and you get into the"
ru44DngJYoA,1982.88,3.6,class and you're all making these weird
ru44DngJYoA,1984.159,4.721,faces to try and warm yourselves up and
ru44DngJYoA,1986.48,4.0,they're telling you to enunciate and
ru44DngJYoA,1988.88,2.88,pronounce all of the letters differently
ru44DngJYoA,1990.48,3.84,and you're doing all these silly things.
ru44DngJYoA,1991.76,4.08,Your friends are laughing at you and
ru44DngJYoA,1994.32,3.92,it's exactly what you're saying. The
ru44DngJYoA,1995.84,5.6,reason I brought it up is that it was
ru44DngJYoA,1998.24,5.6,years of discomfort. It was just years
ru44DngJYoA,2001.44,4.8,"of looking silly, looking stupid,"
ru44DngJYoA,2003.84,5.04,"sounding bad. Yeah. Giving a bad talk,"
ru44DngJYoA,2006.24,4.96,"giving a bad presentation, walking into"
ru44DngJYoA,2008.88,5.519,a room to then all of a sudden that
ru44DngJYoA,2011.2,5.52,discomfort changed to confidence. And I
ru44DngJYoA,2014.399,4.561,"find that for most of us, especially as"
ru44DngJYoA,2016.72,4.319,"you get older, going through that"
ru44DngJYoA,2018.96,3.599,"discomfort becomes harder. For example,"
ru44DngJYoA,2021.039,3.921,"if me and you, I don't know how old you"
ru44DngJYoA,2022.559,4.561,"are, but I tried to pick up a sport a"
ru44DngJYoA,2024.96,4.959,couple of years ago in the pandemic. It
ru44DngJYoA,2027.12,4.399,was much harder for me to learn a sport
ru44DngJYoA,2029.919,4.401,at this age than if I played it in my
ru44DngJYoA,2031.519,5.601,teens. So when you're meeting people in
ru44DngJYoA,2034.32,4.239,"their 20s, 30s, maybe 40s, 50s, and"
ru44DngJYoA,2037.12,2.88,they're trying to change their
ru44DngJYoA,2038.559,4.641,"instrument, they're trying to change"
ru44DngJYoA,2040.0,5.279,"their voice, that discomfort is so much"
ru44DngJYoA,2043.2,4.24,harder than when I started at 11 or
ru44DngJYoA,2045.279,4.32,whatever age you started at. How do you
ru44DngJYoA,2047.44,4.159,encourage people to sit with that
ru44DngJYoA,2049.599,4.0,"discomfort, to go through that? Because"
ru44DngJYoA,2051.599,3.76,it is harder. Such a beautiful insight
ru44DngJYoA,2053.599,4.48,that you shared there. The reason it was
ru44DngJYoA,2055.359,4.56,easier for you at 11 is because you were
ru44DngJYoA,2058.079,3.52,new to a lot of these behaviors
ru44DngJYoA,2059.919,3.041,completely. The behaviors haven't been
ru44DngJYoA,2061.599,4.401,ingrained in you yet. Whereas when
ru44DngJYoA,2062.96,5.76,"you're 40 now, and I'm 38. So once I'm"
ru44DngJYoA,2066.0,4.879,"37, so yeah. So So once you're 40 and"
ru44DngJYoA,2068.72,3.919,"you realize this, you've done 40 years"
ru44DngJYoA,2070.879,3.28,"of repeating one behavior, two"
ru44DngJYoA,2072.639,2.881,"behaviors, a series of behaviors over"
ru44DngJYoA,2074.159,3.68,and over and over and over again. That's
ru44DngJYoA,2075.52,4.159,"why it becomes harder, right? And all of"
ru44DngJYoA,2077.839,3.441,a sudden it becomes way more difficult
ru44DngJYoA,2079.679,3.2,because now you have to unlearn
ru44DngJYoA,2081.28,3.68,something that you've been repeating for
ru44DngJYoA,2082.879,3.76,that long. So I think there's really
ru44DngJYoA,2084.96,2.639,difficult there. One other point I
ru44DngJYoA,2086.639,3.44,wanted to mention what you said there
ru44DngJYoA,2087.599,6.161,too is that you said you went through
ru44DngJYoA,2090.079,6.881,years of discomfort. A lot of people
ru44DngJYoA,2093.76,6.16,have this idea that again it should just
ru44DngJYoA,2096.96,5.04,be a quick process. And if I'm
ru44DngJYoA,2099.92,4.24,struggling for a period then something's
ru44DngJYoA,2102.0,4.24,not right. It's like no no no struggle
ru44DngJYoA,2104.16,3.679,that's good. That it means you're in the
ru44DngJYoA,2106.24,4.56,process of change right? You're going
ru44DngJYoA,2107.839,4.961,through the process of change and you
ru44DngJYoA,2110.8,3.84,have to be willing to put in that
ru44DngJYoA,2112.8,2.72,effort. go through the struggle and I
ru44DngJYoA,2114.64,3.04,think the thing that people are
ru44DngJYoA,2115.52,3.319,resistant to is failing because I I
ru44DngJYoA,2117.68,3.679,believe and I want to ask you this
ru44DngJYoA,2118.839,4.52,question. Did you learn more from your
ru44DngJYoA,2121.359,3.76,successes in those situations in those
ru44DngJYoA,2123.359,3.681,public speaking exams or did you learn
ru44DngJYoA,2125.119,3.601,more from your failures? Failures.
ru44DngJYoA,2127.04,2.88,People don't want to fail now. I don't
ru44DngJYoA,2128.72,2.56,want to make a video put it out on
ru44DngJYoA,2129.92,3.84,Instagram where I've made a fool out of
ru44DngJYoA,2131.28,4.559,"myself. But that's how we learn, right?"
ru44DngJYoA,2133.76,3.44,I don't want to do a speech where I I
ru44DngJYoA,2135.839,4.0,forget what I'm going to say. But that's
ru44DngJYoA,2137.2,4.399,how you learn. You have it happen. Then
ru44DngJYoA,2139.839,3.52,"you go back and you go, ""Okay, why did I"
ru44DngJYoA,2141.599,2.961,"forget? Oh, it wasn't well rehearsed."
ru44DngJYoA,2143.359,3.521,Right? Why did I forget? I didn't know
ru44DngJYoA,2144.56,3.519,how to deal with my nerves. Now you need
ru44DngJYoA,2146.88,2.479,to learn how to rehearse. Now you need
ru44DngJYoA,2148.079,3.121,to learn how to manage your nerves. So
ru44DngJYoA,2149.359,4.48,"all of a sudden, if you don't fail, you"
ru44DngJYoA,2151.2,4.8,don't know where your weakness is. And
ru44DngJYoA,2153.839,3.441,then you don't know what to work on. So
ru44DngJYoA,2156.0,2.8,you got to pay the price. I think I
ru44DngJYoA,2157.28,3.04,think you've got to pay the price. Back
ru44DngJYoA,2158.8,3.279,"to your original question. No, that's a"
ru44DngJYoA,2160.32,3.36,great I am so glad you brought that up.
ru44DngJYoA,2162.079,4.801,"Yeah, just so important because I think"
ru44DngJYoA,2163.68,4.96,people just now are resistant to failing
ru44DngJYoA,2166.88,3.68,yet we learn far more from our failures
ru44DngJYoA,2168.64,3.64,than we do from our successes. For sure.
ru44DngJYoA,2170.56,4.72,"So, for the person who's"
ru44DngJYoA,2172.28,4.68,"40, oh my god, Vin, how do I now? How do"
ru44DngJYoA,2175.28,4.0,"what do I do? Am I doomed? No, no,"
ru44DngJYoA,2176.96,4.08,"you're not. It's just when Jay was 11,"
ru44DngJYoA,2179.28,3.52,he was able to work on three or four
ru44DngJYoA,2181.04,3.84,different behaviors at the same time
ru44DngJYoA,2182.8,3.2,"because you're so elastic, right?"
ru44DngJYoA,2184.88,2.56,There's so many things that could change
ru44DngJYoA,2186.0,3.2,about you when you're at that age. But
ru44DngJYoA,2187.44,4.159,when you're less elastic in your older
ru44DngJYoA,2189.2,4.8,"years, you just now have to focus on one"
ru44DngJYoA,2191.599,4.161,"thing at a time. So, I've coached a few"
ru44DngJYoA,2194.0,3.04,CEOs of some pretty big companies here
ru44DngJYoA,2195.76,3.599,in the US. And it's so funny because
ru44DngJYoA,2197.04,3.84,when I map out their I used to do I
ru44DngJYoA,2199.359,3.76,"don't do it anymore, but when I did it"
ru44DngJYoA,2200.88,5.36,and I mapped out their their coaching
ru44DngJYoA,2203.119,6.161,"program and I showed it to them, they"
ru44DngJYoA,2206.24,6.56,"got upset cuz they're like, ""Wait,"
ru44DngJYoA,2209.28,6.88,you're making me work on my volume for 4
ru44DngJYoA,2212.8,4.88,"weeks and that's all we're doing?"" This"
ru44DngJYoA,2216.16,2.72,"feels stupid. And and in those moments,"
ru44DngJYoA,2217.68,2.48,"I just had the courage to go, ""Well,"
ru44DngJYoA,2218.88,3.199,"look, you then pick somebody else. It's"
ru44DngJYoA,2220.16,3.84,"okay. Get a refund. Pick somebody else."""
ru44DngJYoA,2222.079,4.721,"Because I kind of said to them, you're"
ru44DngJYoA,2224.0,6.32,50 and you've been speaking with a very
ru44DngJYoA,2226.8,5.279,default quiet volume for 50 years. Do
ru44DngJYoA,2230.32,4.24,you expect to be able to change that in
ru44DngJYoA,2232.079,4.961,48 hours? Because every cuz I get them
ru44DngJYoA,2234.56,3.6,"to send me a video every day, right? And"
ru44DngJYoA,2237.04,2.48,when they every time they send me a
ru44DngJYoA,2238.16,3.6,"video, I go, ""Watch what you're doing"
ru44DngJYoA,2239.52,3.839,"for the first seven days."" Even though"
ru44DngJYoA,2241.76,3.839,"you know we're working on volume, your"
ru44DngJYoA,2243.359,5.441,default volume is like a 4 out of 10.
ru44DngJYoA,2245.599,5.441,"And that's when they go, ""Oh, far out. I"
ru44DngJYoA,2248.8,4.48,"keep defaulting back to it."" So the"
ru44DngJYoA,2251.04,5.36,"older you are, you've got to realize one"
ru44DngJYoA,2253.28,4.799,thing at a time. One thing at a time. It
ru44DngJYoA,2256.4,2.959,but it drives people crazy. I want to do
ru44DngJYoA,2258.079,3.04,seven things. I want to do hand
ru44DngJYoA,2259.359,2.961,gestures. I want to learn how to storyt
ru44DngJYoA,2261.119,2.48,tell. I want to use volume. I want to
ru44DngJYoA,2262.32,3.84,add pitch and melody. I want to do all
ru44DngJYoA,2263.599,4.24,of it. But that's also what leads to no
ru44DngJYoA,2266.16,2.64,change. That's why most people never
ru44DngJYoA,2267.839,2.401,change the way they sound because
ru44DngJYoA,2268.8,3.12,they're not willing to sit and be
ru44DngJYoA,2270.24,3.119,patient and do one thing at a time.
ru44DngJYoA,2271.92,4.159,Yeah. A good example is thinking about
ru44DngJYoA,2273.359,4.801,it like driving. Yes. How many bad
ru44DngJYoA,2276.079,4.641,driving habits have we picked up in the
ru44DngJYoA,2278.16,5.12,last 20 years because we haven't been
ru44DngJYoA,2280.72,4.639,"tested? We haven't reviewed it. Scary,"
ru44DngJYoA,2283.28,4.16,right? And I had to I recently had to
ru44DngJYoA,2285.359,4.081,redo my uh driving test because of
ru44DngJYoA,2287.44,4.24,"moving here and, you know, getting a"
ru44DngJYoA,2289.44,4.88,state ID and all that kind of stuff. And
ru44DngJYoA,2291.68,4.64,I realized just how many bad habits you
ru44DngJYoA,2294.32,4.0,pick up. Now I've believed myself to be
ru44DngJYoA,2296.32,4.56,a safe driver and a good driver and a
ru44DngJYoA,2298.32,5.519,responsible driver. But still the fact
ru44DngJYoA,2300.88,6.08,that for 20 years no one's watched me
ru44DngJYoA,2303.839,4.801,and checked on me driving. You lose
ru44DngJYoA,2306.96,3.68,that. And so that's 20 years of driving
ru44DngJYoA,2308.64,3.28,which is something we do every day which
ru44DngJYoA,2310.64,2.64,is similar to speaking. You're doing it
ru44DngJYoA,2311.92,3.6,every day but no one's doing what you
ru44DngJYoA,2313.28,3.76,you're not right. You're not recording
ru44DngJYoA,2315.52,2.88,yourself driving and sending it to
ru44DngJYoA,2317.04,3.28,someone. You just made me think of
ru44DngJYoA,2318.4,3.12,something when you said driving as well.
ru44DngJYoA,2320.32,2.32,"I mean, when you think back to the four"
ru44DngJYoA,2321.52,4.52,stages of learning we talked about
ru44DngJYoA,2322.64,5.68,before and you talk about unconscious
ru44DngJYoA,2326.04,4.84,competence to give people a sense of
ru44DngJYoA,2328.32,4.48,what's possible once you really go down
ru44DngJYoA,2330.88,4.0,the path of mastery of communication
ru44DngJYoA,2332.8,4.0,skills. Think of an area in your life
ru44DngJYoA,2334.88,4.08,where you have achieved unconscious
ru44DngJYoA,2336.8,3.2,competence. It's driving. Mhm. Whether
ru44DngJYoA,2338.96,3.44,"we're good or not, that's another thing,"
ru44DngJYoA,2340.0,4.079,"right? But but most people, I would dare"
ru44DngJYoA,2342.4,2.959,"say sometimes too, you're kind of"
ru44DngJYoA,2344.079,2.961,unconscious when you're driving because
ru44DngJYoA,2345.359,3.921,you you're so good at it. You've done it
ru44DngJYoA,2347.04,4.079,every single day of your adult life. So
ru44DngJYoA,2349.28,4.0,you've gotten to a point where you are
ru44DngJYoA,2351.119,3.521,"unconsciously competent, right? And then"
ru44DngJYoA,2353.28,2.48,"people always ask me now, they go, ""Oh,"
ru44DngJYoA,2354.64,2.32,"when you communicate now, are you"
ru44DngJYoA,2355.76,2.48,thinking about gesturing? Are you
ru44DngJYoA,2356.96,3.36,thinking about storytelling? Are you
ru44DngJYoA,2358.24,4.48,"thinking about I go, ""No, I I don't."""
ru44DngJYoA,2360.32,3.759,"Because like with the car, when you"
ru44DngJYoA,2362.72,3.2,think you want to go to the grocery
ru44DngJYoA,2364.079,3.52,"store, do you have any thought now into,"
ru44DngJYoA,2365.92,3.04,"""Oh, I need to open the door. Oh, I need"
ru44DngJYoA,2367.599,3.52,"to check my blind spot. Oh, I need to"
ru44DngJYoA,2368.96,4.24,"adjust my No, it's all automatic."" So"
ru44DngJYoA,2371.119,3.281,the reason why I try to inspire my
ru44DngJYoA,2373.2,2.8,students to improve their communication
ru44DngJYoA,2374.4,3.04,skills because I I say to them that
ru44DngJYoA,2376.0,3.119,means in the very next conversation you
ru44DngJYoA,2377.44,4.88,"have with a client, a customer, a family"
ru44DngJYoA,2379.119,4.801,"member, you can just think I want this"
ru44DngJYoA,2382.32,4.16,outcome. I want to be able to help them
ru44DngJYoA,2383.92,4.64,in this way. Your skills and abilities
ru44DngJYoA,2386.48,3.359,will just take you there. Mhm. And
ru44DngJYoA,2388.56,2.88,that's why you come across in these
ru44DngJYoA,2389.839,3.76,podcasts and the professional people who
ru44DngJYoA,2391.44,3.2,"do this, it's so natural. And when"
ru44DngJYoA,2393.599,3.121,"people are sitting there going, I want"
ru44DngJYoA,2394.64,3.92,"to be that natural, but it requires a"
ru44DngJYoA,2396.72,4.08,dedication to mastery. Yeah. And that's
ru44DngJYoA,2398.56,3.76,the point that I really want people to
ru44DngJYoA,2400.8,3.44,get. I remember sitting and watching one
ru44DngJYoA,2402.32,4.64,of my favorite comedians who became a
ru44DngJYoA,2404.24,6.56,friend and he was just brilliant. Like
ru44DngJYoA,2406.96,5.44,he would have the audience laughing and
ru44DngJYoA,2410.8,5.76,in raptures like in the palm of his
ru44DngJYoA,2412.4,7.199,"hand, right? And but everything looked"
ru44DngJYoA,2416.56,4.72,and felt completely off the cuff. So
ru44DngJYoA,2419.599,3.361,he'd literally just turn up on stage. It
ru44DngJYoA,2421.28,3.12,wasn't like he wasn't in the flow.
ru44DngJYoA,2422.96,2.8,Sometimes you watch a comedian and you
ru44DngJYoA,2424.4,3.04,can tell there's an arc and you can tell
ru44DngJYoA,2425.76,3.68,there's a story and you can tell it's
ru44DngJYoA,2427.44,3.52,planned. Yeah. This guy would literally
ru44DngJYoA,2429.44,3.36,"come up. He'd be like, ""Hey, does anyone"
ru44DngJYoA,2430.96,3.2,"has anyone read any books lately?"" And"
ru44DngJYoA,2432.8,2.559,like someone would name a book. He'd be
ru44DngJYoA,2434.16,2.64,"like, ""Oh yeah, I read that page."" And"
ru44DngJYoA,2435.359,2.561,he make a joke out of it. And then
ru44DngJYoA,2436.8,2.16,"someone else and he'd be like, ""Oh,"
ru44DngJYoA,2437.92,2.96,"what's your favorite song right now?"""
ru44DngJYoA,2438.96,3.68,And it's all a conversation. Brings out
ru44DngJYoA,2440.88,3.12,"a song. Oh yeah, I can't believe he said"
ru44DngJYoA,2442.64,3.6,that lyric. Makes a joke about the
ru44DngJYoA,2444.0,4.56,lyric. And it was unbelievable to watch.
ru44DngJYoA,2446.24,4.56,And I spoke to him afterwards and I said
ru44DngJYoA,2448.56,4.32,"to him, I said, ""Who did you learn that"
ru44DngJYoA,2450.8,4.08,from? like where did that come from? He
ru44DngJYoA,2452.88,4.479,"said, I've practiced it so much that it"
ru44DngJYoA,2454.88,4.88,"looks spontaneous, but it's completely"
ru44DngJYoA,2457.359,4.081,trained. And I think that's what
ru44DngJYoA,2459.76,4.0,everyone wants. Everyone wants for it to
ru44DngJYoA,2461.44,5.44,look spontaneous. But that took years of
ru44DngJYoA,2463.76,5.04,"discomfort, courage, failure, training,"
ru44DngJYoA,2466.88,4.0,mastery. When I'm telling a story or
ru44DngJYoA,2468.8,4.319,"hosting a podcast, I'm not trying to"
ru44DngJYoA,2470.88,5.199,sound like anything because your voice
ru44DngJYoA,2473.119,4.801,has for so many years become that way.
ru44DngJYoA,2476.079,3.921,And I'm at a point in my career for
